geocode,etiqueta,granularidad,gcd_iata,gcd_icao,longitud,latitud,geohash
IN_VEBA,Aeropuerto de Behala,AEROPUERTOS,,VEBA,88.293427,22.50423,tunb10v29u
IN_VECC,Aeropuerto Internacional Netaji Subhash Chandra Bose,AEROPUERTOS,CCU,VECC,88.446701,22.654699,tunbushvjt
IN_VIAR,Aeropuerto Internacional Sri Guru Ram Dass Jee,AEROPUERTOS,ATQ,VIAR,74.797302,31.7096,ttthqh99z3
IN_VIDD,Aeropuerto de Safdarjung,AEROPUERTOS,,VIDD,77.205803,28.584499,ttnfsgesc8
IN_VIDP,Aeropuerto Internacional Indira Gandhi,AEROPUERTOS,DEL,VIDP,77.103104,28.5665,ttnfd82gbt
IN_VOBG,Aeropuerto de HAL,AEROPUERTOS,,VOBG,77.668198,12.95,tdr1xmkr0n
IN_VOBL,Aeropuerto Internacional Kempegowda,AEROPUERTOS,BLR,VOBL,77.706299,13.1979,tdr7068524
IN_VOHS,Aeropuerto Internacional Rajiv Gandhi,AEROPUERTOS,HYD,VOHS,78.429855,17.231318,tepf08ygsn
IN_VOHY,Aeropuerto de Begumpet,AEROPUERTOS,BPM,VOHY,78.467598,17.4531,tepg394ret
IN_VOMM,Aeropuerto Internacional Chennai,AEROPUERTOS,MAA,VOMM,80.169296,12.990005,tf31bkc2rb
IQ_ORAA,Base Aérea Al Asad,AEROPUERTOS,IQA,ORAA,42.4412,33.785599,syn0jy2xrs
IQ_ORBD,Base Aérea Joint Base Balad,AEROPUERTOS,XQC,ORBD,44.361599,33.940201,syp916xhh0
IQ_ORBI,Aeropuerto Internacional Baghdad,AEROPUERTOS,BGW,ORBI,44.2346,33.262501,svzmnx68hg
IQ_ORER,Aeropuerto Internacional Erbil,AEROPUERTOS,EBL,ORER,43.9632,36.237598,syrq0kv52c
IQ_ORKK,Base Aérea Kirkuk,AEROPUERTOS,KIK,ORKK,44.3489,35.469501,syr9c1jbu6
IQ_ORMM,Aeropuerto Internacional Basrah,AEROPUERTOS,BSR,ORMM,47.662102,30.549101,tj3vu963rm
IQ_ORNI,Aeropuerto Internacional Al Najaf,AEROPUERTOS,NJF,ORNI,44.404317,31.989853,svxtfrw4rs
IQ_ORQW,Aeropuerto de Qayyarah West,AEROPUERTOS,RQW,ORQW,43.125099,35.7672,syqemr4xp9
IQ_ORSU,Aeropuerto Internacional Sulaymaniyah,AEROPUERTOS,ISU,ORSU,45.316738,35.561749,tn24r1ydhw
IR_OIAW,Aeropuerto de Ahwaz,AEROPUERTOS,AWZ,OIAW,48.762001,31.3374,tjddm8g3sf
IR_OIIE,Aeropuerto Internacional Imam Khomeini,AEROPUERTOS,IKA,OIIE,51.152199,35.4161,tnk37zrcsx
IR_OIII,Aeropuerto Internacional Mehrabad,AEROPUERTOS,THR,OIII,51.3134,35.689201,tnk7p9j28v
IR_OIMM,Aeropuerto Internacional Mashhad,AEROPUERTOS,MHD,OIMM,59.640999,36.235199,tq6qjhmm24
IR_OISS,Aeropuerto Internacional Shiraz Shahid Dastghaib,AEROPUERTOS,SYZ,OISS,52.589802,29.5392,tjm2h9qwr1
IR_OITR,Aeropuerto de Urmia,AEROPUERTOS,OMH,OITR,45.068699,37.668098,tn8n39608f
IR_OITT,Aeropuerto Internacional Tabriz,AEROPUERTOS,TBZ,OITT,46.235001,38.1339,tnbbun561d
IS_BIAR,Aeropuerto de Akureyri,AEROPUERTOS,AEY,BIAR,-18.072701,65.660004,geejs9pc5x
IS_BIBA,Aeropuerto de Bakki,AEROPUERTOS,,BIBA,-20.137501,63.556099,ge39tf0345
IS_BIBD,Aeropuerto de Bildudalur,AEROPUERTOS,BIU,BIBD,-23.5462,65.641296,g7xm2jwhmb
IS_BIEG,Aeropuerto de Egilsstaðir,AEROPUERTOS,EGS,BIEG,-14.4014,65.283302,getg2k3nz1
IS_BIGJ,Aeropuerto de Gjögur,AEROPUERTOS,GJR,BIGJ,-21.3269,65.9953,ge8z6wn4rp
IS_BIGR,Aeropuerto de Grímsey,AEROPUERTOS,GRY,BIGR,-18.0173,66.5458,geg4w421qk
IS_BIHK,Aeropuerto de Hólmavík,AEROPUERTOS,HVK,BIHK,-21.6964,65.704697,ge8tf31jt5
IS_BIHN,Aeropuerto de Hornafjörður,AEROPUERTOS,HFN,BIHN,-15.2272,64.295601,gemjv2xvh8
IS_BIHU,Aeropuerto de Húsavík,AEROPUERTOS,HZK,BIHU,-17.426001,65.952301,geex5qnzbx
IS_BIIS,Aeropuerto de Ísafjörður,AEROPUERTOS,IFJ,BIIS,-23.1353,66.058098,g7xxc992k3
IS_BIKF,Aeropuerto Internacional Keflavik,AEROPUERTOS,KEF,BIKF,-22.6056,63.985001,g7ruj855ek
IS_BIKP,Aeropuerto de Kópasker,AEROPUERTOS,OPA,BIKP,-16.4667,66.310799,geu31r926h
IS_BIKR,Aeropuerto de Sauðárkrókur,AEROPUERTOS,SAK,BIKR,-19.5728,65.731697,gedjfw5dbs
IS_BINF,Aeropuerto de Norðfjörður,AEROPUERTOS,NOR,BINF,-13.7464,65.131897,gew4x0yhv9
IS_BIPA,Aeropuerto de Patreksfjörður,AEROPUERTOS,PFJ,BIPA,-23.965,65.555801,g7wuywj4pp
IS_BIRG,Aeropuerto de Raufarhöfn,AEROPUERTOS,RFN,BIRG,-15.9183,66.406403,geu9vbbtkd
IS_BIRK,Aeropuerto de Reykjavik,AEROPUERTOS,RKV,BIRK,-21.940599,64.129997,ge2kudx26c
IS_BIRL,Aeropuerto de Reykjahlíð,AEROPUERTOS,MVA,BIRL,-16.9181,65.6558,geevx028g8
IS_BISI,Aeropuerto de Siglufjörður,AEROPUERTOS,SIJ,BISI,-18.9167,66.133301,gef81x1q2u
IS_BIST,Aeropuerto de Stykkishólmur,AEROPUERTOS,SYK,BIST,-22.794201,65.058098,g7xf173ybs
IS_BITE,Aeropuerto de Þingeyri,AEROPUERTOS,TEY,BITE,-23.559999,65.8703,g7xnxzk4k1
IS_BITN,Aeropuerto de Thorshofn,AEROPUERTOS,THO,BITN,-15.3356,66.218498,gev0en8yww
IS_BIVM,Aeropuerto de Vestmannaeyjar,AEROPUERTOS,VEY,BIVM,-20.2789,63.424301,ge38fd1376
IS_BIVO,Aeropuerto de Vopnafjörður,AEROPUERTOS,VPN,BIVO,-14.8506,65.720596,getmyh445z
IT_LIBC,Aeropuerto de Crotone,AEROPUERTOS,CRV,LIBC,17.0802,38.9972,squjuejrjs
IT_LIBD,Aeropuerto de Bari Karol Wojtyla,AEROPUERTOS,BRI,LIBD,16.760599,41.138901,sr7fj3heqq
IT_LIBF,Aeropuerto de Foggia - Gino Lisa,AEROPUERTOS,FOG,LIBF,15.535,41.432899,sr759w8hps
IT_LIBG,Aeropuerto de Taranto - Grottaglie- Marcello Arlotta,AEROPUERTOS,TAR,LIBG,17.4032,40.517502,srhqkpbxec
IT_LIBP,Aeropuerto Internacional Pescara,AEROPUERTOS,PSR,LIBP,14.1811,42.431702,srd16sqqed
IT_LIBR,Aeropuerto de Brindisi – Salento,AEROPUERTOS,BDS,LIBR,17.947001,40.6576,srhz23kxem
IT_LICA,Aeropuerto de Lamezia Terme,AEROPUERTOS,SUF,LICA,16.2423,38.905399,sqgt3de23h
IT_LICB,Aeropuerto de Comiso,AEROPUERTOS,CIY,LICB,14.607182,36.994601,sqd6kqsthj
IT_LICC,Aeropuerto de Catania-Fontanarossa,AEROPUERTOS,CTA,LICC,15.0664,37.466801,sqdtnue5bt
IT_LICD,Aeropuerto de Lampedusa,AEROPUERTOS,LMP,LICD,12.6181,35.497898,sq2cznhnpp
IT_LICG,Aeropuerto de Pantelleria,AEROPUERTOS,PNL,LICG,11.9689,36.816502,sq892q5rxt
IT_LICJ,Aeropuerto de Falcone–Borsellino,AEROPUERTOS,PMO,LICJ,13.091,38.175999,sqc31vsx66
IT_LICP,Aeropuerto de Palermo-Boccadifalco,AEROPUERTOS,,LICP,13.3133,38.110802,sqc2ycy7w2
IT_LICR,Aeropuerto de Reggio Calabria,AEROPUERTOS,REG,LICR,15.6516,38.071201,sqg0s4thud
IT_LICT,Aeropuerto de Vincenzo Florio Trapani-Birgi,AEROPUERTOS,TPS,LICT,12.488,37.9114,sq8zsjt3zm
IT_LICZ,Base Aérea de Sigonella,AEROPUERTOS,NSY,LICZ,14.9224,37.401699,sqdsg8f0tn
IT_LIEA,Aeropuerto de Alghero-Fertilia Airport,AEROPUERTOS,AHO,LIEA,8.29077,40.632099,spjzhsv5hu
IT_LIED,Base Aérea Decimomannu,AEROPUERTOS,DCI,LIED,8.97248,39.354198,snyruhjwcf
IT_LIEE,Aeropuerto de Cagliari Elmas Airport,AEROPUERTOS,CAG,LIEE,9.05428,39.251499,snyrq190s1
IT_LIEO,Aeropuerto de Olbia Costa Smeralda Airport,AEROPUERTOS,OLB,LIEO,9.51763,40.898701,spqb8t6s0y
IT_LIET,Aeropuerto de Tortolì Airport,AEROPUERTOS,TTB,LIET,9.68298,39.9188,spngh6fzvg
IT_LILE,Aeropuerto de Biella-Cerrione,AEROPUERTOS,,LILE,8.10278,45.4953,u0jfb6hm26
IT_LIMC,Aeropuerto Internacional Malpensa,AEROPUERTOS,MXP,LIMC,8.72811,45.6306,u0n5wdg9e8
IT_LIME,Aeropuerto Internacional Il Caravaggio,AEROPUERTOS,BGY,LIME,9.70417,45.673901,u0ngufdmg8
IT_LIMF,Aeropuerto de Turin,AEROPUERTOS,TRN,LIMF,7.64963,45.200802,u0j3nhd3c2
IT_LIMG,Aeropuerto Internacional Villanova D'Albenga,AEROPUERTOS,ALL,LIMG,8.12743,44.050598,spvf8gnjqf
IT_LIMJ,Aeropuerto de Genoa Cristoforo Colombo,AEROPUERTOS,GOA,LIMJ,8.8375,44.4133,spyk9j5q0x
IT_LIML,Aeropuerto de Milano Linate,AEROPUERTOS,LIN,LIML,9.27674,45.445099,u0nde150gs
IT_LIMP,Aeropuerto de Parma,AEROPUERTOS,PMF,LIMP,10.2964,44.824501,spzr4219es
IT_LIMS,Base Aérea Piacenza San Damiano,AEROPUERTOS,,LIMS,9.723322,44.913102,spyzt20mcc
IT_LIMW,Aeropuerto de Aosta,AEROPUERTOS,AOT,LIMW,7.36872,45.738499,u0jhpwmwpd
IT_LIMZ,Aeropuerto Internacional Cuneo,AEROPUERTOS,CUF,LIMZ,7.62322,44.547001,spvmmmx11f
IT_LIPB,Aeropuerto de Bolzano,AEROPUERTOS,BZO,LIPB,11.3264,46.460201,u22039zdk1
IT_LIPE,Aeropuerto de Bologna Guglielmo Marconi,AEROPUERTOS,BLQ,LIPE,11.2887,44.5354,srbj2gkjtb
IT_LIPH,Aeropuerto de Treviso-Sant'Angelo,AEROPUERTOS,TSF,LIPH,12.1944,45.648399,u20etqp9nn
IT_LIPK,Aeropuerto de Forlì,AEROPUERTOS,FRL,LIPK,12.0701,44.194801,srbe6tmjms
IT_LIPN,Aeropuerto de Verona-Boscomantico,AEROPUERTOS,,LIPN,10.9279,45.472,u0pf8tvmwe
IT_LIPO,Aeropuerto de Brescia,AEROPUERTOS,VBS,LIPO,10.3306,45.428902,u0p67n4d83
IT_LIPQ,Aeropuerto de Trieste–Friuli Venezia Giulia,AEROPUERTOS,TRS,LIPQ,13.4722,45.827499,u21sdwdht0
IT_LIPR,Aeropuerto Internacional Federico Fellini,AEROPUERTOS,RMI,LIPR,12.6117,44.020302,srbfqvxscg
IT_LIPV,Aeropuerto de Venice-Lido,AEROPUERTOS,,LIPV,12.3881,45.428299,u20f3vuxp8
IT_LIPX,Aeropuerto de Verona Villafranca,AEROPUERTOS,VRN,LIPX,10.8885,45.395699,u0pdrb0c07
IT_LIPY,Aeropuerto de Ancona Falconara,AEROPUERTOS,AOI,LIPY,13.3623,43.616299,src80h45k5
IT_LIPZ,Aeropuerto de Venice Marco Polo,AEROPUERTOS,VCE,LIPZ,12.3519,45.505299,u20fc5frs4
IT_LIRA,Aeropuerto Internacional Ciampino–G. B. Pastine,AEROPUERTOS,CIA,LIRA,12.5949,41.7994,sr2vy9774k
IT_LIRE,Base Aérea Pratica Di Mare,AEROPUERTOS,,LIRE,12.4452,41.654499,sr2ugnyr41
IT_LIRF,Aeropuerto de Leonardo da Vinci–Fiumicino,AEROPUERTOS,FCO,LIRF,12.238889,41.800278,sr2ty9806b
IT_LIRI,Aeropuerto de Salerno Costa d'Amalfi,AEROPUERTOS,QSR,LIRI,14.9113,40.620399,sr4x56dnfr
IT_LIRJ,Aeropuerto de Marina Di Campo,AEROPUERTOS,EBA,LIRJ,10.2394,42.7603,spx73020g3
IT_LIRN,Aeropuerto Internacional Naples,AEROPUERTOS,NAP,LIRN,14.2908,40.886002,sr60t5n4pz
IT_LIRP,Aeropuerto Internacional Pisa,AEROPUERTOS,PSA,LIRP,10.3927,43.683899,spz2s2rtpk
IT_LIRQ,Aeropuerto de Peretola,AEROPUERTOS,FLR,LIRQ,11.2051,43.810001,spzcnzr7cb
IT_LIRS,Base Aérea Grosseto,AEROPUERTOS,GRS,LIRS,11.0719,42.759701,spxg7bnm3c
IT_LIRU,Aeropuerto de Urbe,AEROPUERTOS,,LIRU,12.4989,41.9519,sr2ysmj7t2
IT_LIRZ,Aeropuerto Internacional Perugia San Francesco d'Assisi – Umbria,AEROPUERTOS,PEG,LIRZ,12.5132,43.095901,sr8vhtrgfd
JM_MKJP,Aeropuerto Internacional Norman Manley,AEROPUERTOS,KIN,MKJP,-76.787498,17.935699,d71qh9j518
JM_MKJS,Aeropuerto Internacional Sir Donald Sangster,AEROPUERTOS,MBJ,MKJS,-77.913399,18.5037,d729703py5
JO_OJAI,Aeropuerto Internacional Queen Alia,AEROPUERTOS,AMM,OJAI,35.993198,31.722601,sv9s7ncmw3
JO_OJAM,Aeropuerto Internacional Amman-Marka,AEROPUERTOS,ADJ,OJAM,35.9916,31.9727,sv9tgh2q3p
JO_OJAQ,Aeropuerto Internacional Aqaba King Hussein,AEROPUERTOS,AQJ,OJAQ,35.018101,29.611601,sv2bkyekhf
JP_RJAA,Aeropuerto Internacional Narita,AEROPUERTOS,NRT,RJAA,140.386002,35.764702,xn7g6wcbqz
JP_RJBB,Aeropuerto Internacional Kansai,AEROPUERTOS,KIX,RJBB,135.244003,34.427299,xn05ve39t9
JP_RJCC,Aeropuerto de New Chitose,AEROPUERTOS,CTS,RJCC,141.692001,42.7752,xpsg26bzwg
JP_RJFF,Aeropuerto de Fukuoka,AEROPUERTOS,FUK,RJFF,130.451004,33.585899,wvuz06ps09
JP_RJFK,Aeropuerto de Kagoshima,AEROPUERTOS,KOJ,RJFK,130.718994,31.8034,wvsuytdsjr
JP_RJGG,Aeropuerto Internacional Chubu Centrair,AEROPUERTOS,NGO,RJGG,136.804993,34.858398,xn1q31f2gk
JP_RJNA,Aeropuerto de Nagoya,AEROPUERTOS,NKM,RJNA,136.923996,35.255001,xn32eccp22
JP_RJNK,Aeropuerto de Komatsu,AEROPUERTOS,KMQ,RJNK,136.406998,36.3946,xn3p012tcm
JP_RJOO,Aeropuerto Internacional Osaka,AEROPUERTOS,ITM,RJOO,135.438004,34.7855,xn0mcuwbnp
JP_RJOP,Helipuerto de Komatsushima,AEROPUERTOS,,RJOP,134.626479,34.005278,wyp9rw2p07
JP_RJOT,Aeropuerto de Takamatsu,AEROPUERTOS,TAK,RJOT,134.016006,34.214199,wyp69se2pk
JP_RJTT,Aeropuerto Internacional Tokyo Haneda International Airport,AEROPUERTOS,HND,RJTT,139.779999,35.552299,xn76kb0enh
JP_RJTY,Aeropuerto Internacional Yokota Air Base,AEROPUERTOS,OKO,RJTY,139.348007,35.748501,xn756gy45g
KE_HKEL,Aeropuerto Internacional Eldoret,AEROPUERTOS,EDL,HKEL,35.238899,0.404458,sb143cshju
KE_HKJK,Aeropuerto Internacional Jomo Kenyatta,AEROPUERTOS,NBO,HKJK,36.927799,-1.31924,kzf22rf4b5
KE_HKMA,Aeropuerto de Mandera,AEROPUERTOS,NDE,HKMA,41.849998,3.933,sbty27fprs
KE_HKMO,Aeropuerto Internacional Mombasa Moi,AEROPUERTOS,MBA,HKMO,39.5942,-4.03483,kzk1hcrx7t
KG_UCFM,Aeropuerto Internacional Manas,AEROPUERTOS,FRU,UCFM,74.4776,43.061298,txsuyz0fjz
KG_UCFO,Aeropuerto de Osh,AEROPUERTOS,OSS,UCFO,72.793297,40.609001,tx5z02wkwf
KH_VDPP,Aeropuerto Internacional Phnom Penh,AEROPUERTOS,PNH,VDPP,104.844002,11.5466,w6499vcpf6
KM_FMCH,Aeropuerto Internacional Prince Said Ibrahim,AEROPUERTOS,HAH,FMCH,43.2719,-11.5337,kvyy2smek6
KM_FMCN,Aeropuerto de Iconi,AEROPUERTOS,YVA,FMCN,43.2439,-11.7108,kvyv2h15xu
KM_FMCV,Aeropuerto de Ouani,AEROPUERTOS,AJN,FMCV,44.430302,-12.1317,kvzdgp3ptp
KN_TKPK,Aeropuerto Internacional Robert L. Bradshaw,AEROPUERTOS,SKB,TKPK,-62.7187,17.311199,de56kz3th3
KR_RKPK,Aeropuerto Internacional Gimhae,AEROPUERTOS,PUS,RKPK,128.938004,35.179501,wy78nh1z3q
KR_RKSI,Aeropuerto Internacional Incheon,AEROPUERTOS,ICN,RKSI,126.450996,37.469101,wy9vjmnc3f
KR_RKSM,Base Aérea Seoul (K-16),AEROPUERTOS,SSN,RKSM,127.112718,37.444744,wydmh88emn
KR_RKSS,Aeropuerto Internacional Gimpo,AEROPUERTOS,GMP,RKSS,126.791,37.5583,wydjtjq2uq
KR_RKTU,Aeropuerto Internacional Cheongju,AEROPUERTOS,CJJ,RKTU,127.498741,36.717008,wyd8vk1spf
KW_OKAS,Base Aérea Ali Al Salem,AEROPUERTOS,,OKAS,47.520802,29.346701,tj1ycq7sfv
KW_OKBK,Aeropuerto Internacional Kuwait International Airport,AEROPUERTOS,KWI,OKBK,47.968899,29.226601,tj4n789ck3
KY_MWCG,Helipuerto Grand Cayman,AEROPUERTOS,,MWCG,,,
KY_MWCR,Aeropuerto Internacional Owen Roberts,AEROPUERTOS,GCM,MWCR,-81.357697,19.292801,d5qju8jhsq
KZ_UAAA,Aeropuerto de Almaty,AEROPUERTOS,ALA,UAAA,77.040497,43.3521,txwy9h50m9
KZ_UACC,Aeropuerto Internacional Astana,AEROPUERTOS,TSE,UACC,71.466904,51.022202,v94f6229ge
KZ_UAKD,Aeropuerto de Zhezkazgan,AEROPUERTOS,DZN,UAKD,67.733299,47.708302,v82pmm1ch2
KZ_UAKK,Aeropuerto de Sary-Arka,AEROPUERTOS,KGF,UAKK,73.334396,49.670799,v8u4sf23rk
KZ_UARR,Aeropuerto de Uralsk,AEROPUERTOS,URA,UARR,51.543098,51.150799,v1hduzsx10
KZ_UATE,Aeropuerto de Aktau,AEROPUERTOS,SCO,UATE,51.091999,43.8601,tpu3d8kp9g
KZ_UATG,Aeropuerto de Atyrau,AEROPUERTOS,GUW,UATG,51.8214,47.121899,v0ku54r0yn
KZ_UATT,Aeropuerto de Aktobe,AEROPUERTOS,AKX,UATT,57.206699,50.2458,v2btvfbwux
KZ_UAUU,Aeropuerto de Kostanay West,AEROPUERTOS,KSN,UAUU,63.550301,53.206902,v3mnwn5btm
LB_OLBA,Aeropuerto Internacional Beirut Rafic Hariri,AEROPUERTOS,BEY,OLBA,35.4884,33.8209,sy10rscv58
LC_TLPC,Aeropuerto de George F. L. Charles,AEROPUERTOS,SLU,TLPC,-60.992901,14.0202,ddkxu063d6
LC_TLPL,Aeropuerto Internacional Hewanorra,AEROPUERTOS,UVF,TLPL,-60.952599,13.7332,ddkwhup9tw
LK_VCBI,Aeropuerto Internacional Bandaranaike Colombo,AEROPUERTOS,CMB,VCBI,79.884102,7.18076,tc2bcg1yfq
LR_GLMR,Aeropuerto de Spriggs Payne,AEROPUERTOS,MLW,GLMR,-10.7587,6.28906,ec07g0vu2j
LR_GLRB,Aeropuerto Internacional Roberts,AEROPUERTOS,ROB,GLRB,-10.3623,6.23379,ec0ekny6ky
LR_GLST,Aeropuerto de Sasstown,AEROPUERTOS,SAZ,GLST,-8.433333,4.666667,ebf481e131
LS_FXMM,Aeropuerto Internacional Moshoeshoe I,AEROPUERTOS,MSU,FXMM,27.5525,-29.462299,kdg86ux1ev
LT_EYKA,Aeropuerto Internacional Kaunas,AEROPUERTOS,KUN,EYKA,24.084801,54.963902,u9c0sjf5bt
LT_EYKG,Aeródromo de Kaunas Gamykla,AEROPUERTOS,,EYKG,23.9072,54.880001,u9c00n8enj
LT_EYPA,Aeropuerto Internacional Palanga,AEROPUERTOS,PLQ,EYPA,21.093901,55.973202,u3zn2j85e9
LT_EYSA,Aeropuerto Internacional Šiauliai,AEROPUERTOS,SQQ,EYSA,23.395,55.893902,u9btur5tx4
LT_EYVI,Aeropuerto Internacional Vilnius,AEROPUERTOS,VNO,EYVI,25.285801,54.634102,u99yz3ud9y
LU_ELLX,Aeropuerto Internacional Luxembourg-Findel,AEROPUERTOS,LUX,ELLX,6.204444,49.623333,u0u6m1tuy5
LV_EVLA,Aeropuerto Internacional Liepaja,AEROPUERTOS,LPX,EVLA,21.096901,56.517502,u6p180dq33
LV_EVRA,Aeropuerto Internacional Riga,AEROPUERTOS,RIX,EVRA,23.9711,56.923599,ud15c6x5zp
LV_EVRS,Aeródromo de Spilve,AEROPUERTOS,,EVRS,24.075001,56.9911,ud1h5yfvhp
LY_HLLB,Aeropuerto Internacional Benina,AEROPUERTOS,BEN,HLLB,20.269501,32.096802,smwqt5pc3t
LY_HLLM,Aeropuerto de Mitiga,AEROPUERTOS,MJI,HLLM,13.276,32.8941,smc7nh5q10
LY_HLLQ,Aeropuerto de La Abraq,AEROPUERTOS,LAQ,HLLQ,21.9643,32.7887,smzdec1bj2
LY_HLLS,Aeropuerto de Sabha,AEROPUERTOS,SEB,HLLS,14.4725,26.987,skf392fd9t
LY_HLLT,Aeropuerto Internacional Tripoli,AEROPUERTOS,TIP,HLLT,13.159,32.663502,smc3g6nndy
LY_HLMS,Aeropuerto de Misratah,AEROPUERTOS,MRA,HLMS,15.061,32.325001,smdxysx4f8
MA_GMAA,Aeropuerto de Inezgane,AEROPUERTOS,,GMAA,-9.54631,30.381399,ev3hyfb86z
MA_GMAD,Aeropuerto de Al Massira,AEROPUERTOS,AGA,GMAD,-9.41307,30.325001,ev3k9b3xgt
MA_GMAG,Aeropuerto de Goulimime,AEROPUERTOS,GLN,GMAG,-10.0503,29.026699,ev0v5k1sg0
MA_GMAT,Aeropuerto de Tan Tan,AEROPUERTOS,TTA,GMAT,-11.1613,28.4482,ev01f4bdfb
MA_GMFF,Aeropuerto de Saïss,AEROPUERTOS,FEZ,GMFF,-4.97796,33.927299,eyh3n8r0v4
MA_GMFK,Aeropuerto de Moulay Ali Cherif,AEROPUERTOS,ERH,GMFK,-4.39833,31.9475,evsvezv5xm
MA_GMFO,Aeropuerto de Angads,AEROPUERTOS,OUD,GMFO,-1.92399,34.787201,eyntuhyfpu
MA_GMMA,Aeropuerto de Smara,AEROPUERTOS,SMW,GMMA,-11.6847,26.7318,esz8n47knb
MA_GMMB,Aeropuerto de Ben Slimane,AEROPUERTOS,GMD,GMMB,-7.22145,33.655399,evfz7wv8bj
MA_GMMC,Aeropuerto de Anfa,AEROPUERTOS,CAS,GMMC,-7.66139,33.553299,evfwcsjnhs
MA_GMME,Aeropuerto de Rabat-Salé,AEROPUERTOS,RBA,GMME,-6.75152,34.051498,ey51wqgsq5
MA_GMMF,Aeropuerto de Sidi Ifni,AEROPUERTOS,SII,GMMF,-10.1878,29.366699,ev0z04j3rj
MA_GMMH,Aeropuerto de Dakhla,AEROPUERTOS,VIL,GMMH,-15.932,23.7183,eshwvmy9j7
MA_GMMI,Aeropuerto de Mogador,AEROPUERTOS,ESU,GMMI,-9.68167,31.397499,ev94eewp8w
MA_GMML,Aeropuerto de Hassan I,AEROPUERTOS,EUN,GMML,-13.2192,27.151699,esyd7ny447
MA_GMMN,Aeropuerto Internacional Mohammed V,AEROPUERTOS,CMN,GMMN,-7.58997,33.3675,evftg635ub
MA_GMMT,Aeropuerto de Tit Mellil,AEROPUERTOS,,GMMT,-7.465,33.5975,evfxnhhpsg
MA_GMMW,Aeropuerto Internacional Nador,AEROPUERTOS,NDR,GMMW,-3.02821,34.9888,eyjz51dbt9
MA_GMMX,Aeropuerto de Menara,AEROPUERTOS,RAK,GMMX,-8.0363,31.606899,evd7c1u5s9
MA_GMMY,Aeropuerto de Kenitra,AEROPUERTOS,NNA,GMMY,-6.59588,34.298901,ey571gvj8f
MA_GMMZ,Aeropuerto de Ouarzazate,AEROPUERTOS,OZZ,GMMZ,-6.90943,30.9391,eve04b29qd
MA_GMTA,Aeropuerto de Cherif Al Idrissi,AEROPUERTOS,AHU,GMTA,-3.83952,35.177101,eym20eu1kw
MA_GMTN,Aeropuerto de Saniat R'mel,AEROPUERTOS,TTU,GMTN,-5.32002,35.594299,eyk4qzwpfd
MA_GMTT,Aeropuerto de Ibn Batouta,AEROPUERTOS,TNG,GMTT,-5.91689,35.726898,ey7g1rgkq2
MC_LNMC,Helipuerto de Monaco,AEROPUERTOS,MCM,LNMC,7.41917,43.725601,spv2bb42p4
MD_LUKA,Kichinau CAA,AEROPUERTOS,,LUKA,,,
MD_LUKK,Aeropuerto Internacional Chisinau,AEROPUERTOS,KIV,LUKK,28.931,46.9277,u8kdfqfvtj
ME_LYPG,Aeropuerto de Podgorica,AEROPUERTOS,TGD,LYPG,19.2519,42.359402,srt8yp6c3u
ME_LYTV,Aeropuerto de Tivat,AEROPUERTOS,TIV,LYTV,18.723301,42.404701,srt34p9ck9
MG_FMMI,Aeropuerto de Ivato,AEROPUERTOS,TNR,FMMI,47.478802,-18.7969,mh9v06jh07
MG_FMMT,Aeropuerto de Toamasina,AEROPUERTOS,TMM,FMMT,49.392502,-18.109501,mhg0gzq888
MG_FMNM,Aeropuerto de Amborovy,AEROPUERTOS,MJN,FMNM,46.351233,-15.666842,mj0yyezyn0
MG_FMNN,Aeropuerto de Fascene,AEROPUERTOS,NOS,FMNN,48.3148,-13.3121,mjdk72tg2k
MG_FMSY,Aeropuerto de Ampanihy,AEROPUERTOS,AMP,FMSY,44.7342,-24.699699,kgxg3zw3y6
MK_LWOH,Aeropuerto de Ohrid St. Paul the Apostle,AEROPUERTOS,OHD,LWOH,20.7423,41.18,srqf2084fs
MK_LWSK,Aeropuerto de Skopje Alexander the Great,AEROPUERTOS,SKP,LWSK,21.621401,41.961601,srrqsnbhp1
ML_GABS,Aeropuerto Internacional Modibo Keita,AEROPUERTOS,BKO,GABS,-7.94994,12.5335,ef4r71ehbv
ML_GAGO,Aeropuerto de Gao,AEROPUERTOS,GAQ,GAGO,-0.005456,16.2484,efzurvujbc
ML_GAMB,Aeropuerto de Mopti,AEROPUERTOS,MZI,GAMB,-4.07956,14.5128,eft4e1vr5q
ML_GATB,Aeropuerto de Timbuktu,AEROPUERTOS,TOM,GATB,-3.00758,16.730499,efvz5t9ynr
MN_ZMUB,Aeropuerto Internacional Gengis Kan,AEROPUERTOS,ULN,ZMUB,106.766998,47.843102,y2ebjt9672
MR_GQNN,Aeropuerto de Nouakchott,AEROPUERTOS,,GQNN,-15.9485,18.0982,eehwvndttj
MR_GQNO,Aeropuerto de Nouakchott–Oumtounsy,AEROPUERTOS,NKC,GQNO,-15.969722,18.31,eek8ht5pqx
MR_GQPA,Aeropuerto Internacional Atar,AEROPUERTOS,ATR,GQPA,-13.0432,20.5068,eewsxjnhz2
MR_GQPP,Aeropuerto Internacional Nouadhibou,AEROPUERTOS,NDB,GQPP,-17.030001,20.9331,eeezh6z0hh
MR_GQPZ,Aeropuerto de Tazadit,AEROPUERTOS,OUZ,GQPZ,-12.4836,22.756399,esp17yttxh
